,key,mutation score
105,for__0__FIND_PERMUTED_ROWS_GIVEN_ROW_MATRIX,0.0
106,if__0__WAYS_REMOVE_ONE_ELEMENT_BINARY_STRING_XOR_BECOMES_ZERO,1.0
107,if__1__LONGEST_COMMON_SUBSEQUENCE_WITH_AT_MOST_K_CHANGES_ALLOWED,0.0
108,while__0__K_TH_PRIME_FACTOR_GIVEN_NUMBER,0.4
109,if__0__PROGRAM_TO_FIND_REMAINDER_WITHOUT_USING_MODULO_OR_OPERATOR_1,0.0
110,if__0__MIDDLE_OF_THREE_USING_MINIMUM_COMPARISONS,1.0
111,if__1__CONVERTING_ONE_STRING_USING_APPEND_DELETE_LAST_OPERATIONS,0.6
112,for__0__COUNT_OFDIFFERENT_WAYS_EXPRESS_N_SUM_1_3_4,1.0
113,for__0__MAXIMUM_NUMBER_CHARACTERS_TWO_CHARACTER_STRING,0.30000000000000004
114,if__0__MODULUS_TWO_FLOAT_DOUBLE_NUMBERS,0.19999999999999996
115,for__1__K_SMALLEST_ELEMENTS_ORDER_USING_O1_EXTRA_SPACE,0.19999999999999996
116,for__0__FRIENDS_PAIRING_PROBLEM,1.0
117,while__0__POSITIVE_ELEMENTS_EVEN_NEGATIVE_ODD_POSITIONS,0.30000000000000004
118,if__0__FIND_VALUE_OF_Y_MOD_2_RAISED_TO_POWER_X,0.0
119,for__0__COUNT_INDEX_PAIRS_EQUAL_ELEMENTS_ARRAY_1,0.6
120,for__0__COMPUTE_N_UNDER_MODULO_P,0.4
121,for__0__HARDY_RAMANUJAN_THEOREM,0.30000000000000004
122,for__0__PROGRAM_CHECK_ARRAY_SORTED_NOT_ITERATIVE_RECURSIVE_1,0.5
123,for__0__REARRANGE_ARRAY_MAXIMUM_MINIMUM_FORM,1.0
124,for__0__SPLIT_ARRAY_ADD_FIRST_PART_END,0.7
125,for__0__ROW_WISE_COMMON_ELEMENTS_TWO_DIAGONALS_SQUARE_MATRIX,0.4
126,if__1__FIND_MINIMUM_NUMBER_DIVIDED_MAKE_NUMBER_PERFECT_SQUARE,0.9
127,for__1__FIND_PAIRS_GIVEN_SUM_ELEMENTS_PAIR_DIFFERENT_ROWS,0.5
128,for__0__MAXIMIZE_SUM_ARRII,0.9
129,while__0__NUMBER_DIGITS_PRODUCT_TWO_NUMBERS,1.0
130,while__1__PROGRAM_CHECK_PLUS_PERFECT_NUMBER,0.19999999999999996
131,if__0__FIND_WHETHER_A_GIVEN_NUMBER_IS_A_POWER_OF_4_OR_NOT,0.0
132,for__1__FIND_PERMUTED_ROWS_GIVEN_ROW_MATRIX,0.0
133,if__2__MULTIPLY_TWO_NUMBERS_WITHOUT_USING_MULTIPLY_DIVISION_BITWISE_OPERATORS_AND_NO_LOOPS,1.0
134,while__0__PROGRAM_CHECK_PLUS_PERFECT_NUMBER,0.19999999999999996
135,for__0__COUNT_PAIRS_TWO_SORTED_ARRAYS_WHOSE_SUM_EQUAL_GIVEN_VALUE_X_1,0.19999999999999996
136,while__0__FAST_MULTIPLICATION_METHOD_WITHOUT_USING_MULTIPLICATION_OPERATOR_RUSSIAN_PEASANTS_ALGORITHM,1.0
137,for__0__NTH_EVEN_LENGTH_PALINDROME,1.0
138,for__0__MINIMUM_NUMBER_SUBSETS_DISTINCT_ELEMENTS,1.0
139,for__1__COUNT_NUMBER_WAYS_REACH_GIVEN_SCORE_GAME,1.0
140,for__1__CHANGE_ARRAY_PERMUTATION_NUMBERS_1_N,0.9
141,for__0__FREQUENT_ELEMENT_ARRAY,0.5
142,for__0__SEARCH_INSERT_AND_DELETE_IN_A_SORTED_ARRAY_1,0.4
143,for__0__COUNT_NEGATIVE_NUMBERS_IN_A_COLUMN_WISE_ROW_WISE_SORTED_MATRIX,1.0
144,for__0__SQUARE_PYRAMIDAL_NUMBER_SUM_SQUARES,0.6
145,for__1__PRINT_MAXIMUM_SHORTEST_DISTANCE,1.0
146,for__0__SEGREGATE_EVEN_ODD_NUMBERS_SET_3,0.0
147,while__0__CHECK_IF_A_NUMBER_IS_POWER_OF_ANOTHER_NUMBER,0.4
148,for__0__C_PROGRAM_CONCATENATE_STRING_GIVEN_NUMBER_TIMES,1.0
149,for__1__K_TH_DISTINCT_OR_NON_REPEATING_ELEMENT_IN_AN_ARRAY_1,0.4
150,for__0__SUM_MANHATTAN_DISTANCES_PAIRS_POINTS,0.9
151,for__0__FIND_FIRST_NATURAL_NUMBER_WHOSE_FACTORIAL_DIVISIBLE_X,1.0
152,while__0__ODD_EVEN_SORT_BRICK_SORT,0.5
153,if__0__CHECK_EXIST_TWO_ELEMENTS_ARRAY_WHOSE_SUM_EQUAL_SUM_REST_ARRAY,0.6
154,for__0__MINIMUM_XOR_VALUE_PAIR,0.8
155,for__1__SCHEDULE_JOBS_SERVER_GETS_EQUAL_LOAD,0.0
156,while__0__COUNT_PAIRS_TWO_SORTED_ARRAYS_WHOSE_SUM_EQUAL_GIVEN_VALUE_X_2,0.30000000000000004
157,for__0__CHECK_NUMBER_IS_PERFECT_SQUARE_USING_ADDITIONSUBTRACTION,0.6
158,if__0__FORM_MINIMUM_NUMBER_FROM_GIVEN_SEQUENCE_1,1.0
159,for__0__CHECK_WHETHER_ARITHMETIC_PROGRESSION_CAN_FORMED_GIVEN_ARRAY,0.6
160,if__0__CHECK_GIVEN_STRING_CAN_SPLIT_FOUR_DISTINCT_STRINGS,0.4
161,while__0__COUNT_NUMBERS_THAT_DONT_CONTAIN_3,1.0
162,for__0__MAXIMUM_POSSIBLE_DIFFERENCE_TWO_SUBSETS_ARRAY,0.8
163,while__0__PROGRAM_TO_FIND_REMAINDER_WITHOUT_USING_MODULO_OR_OPERATOR_2,0.6
164,for__1__MINIMUM_STEPS_MINIMIZE_N_PER_GIVEN_CONDITION,1.0
165,for__0__NUMBER_NON_NEGATIVE_INTEGRAL_SOLUTIONS_B_C_N,1.0
166,if__3__LONGEST_COMMON_SUBSEQUENCE_WITH_AT_MOST_K_CHANGES_ALLOWED,0.0
167,for__0__MINIMUM_SUM_SUBSEQUENCE_LEAST_ONE_EVERY_FOUR_CONSECUTIVE_ELEMENTS_PICKED,0.6
168,for__1__CHECK_EXIST_TWO_ELEMENTS_ARRAY_WHOSE_SUM_EQUAL_SUM_REST_ARRAY,0.6
169,for__0__SUM_FIBONACCI_NUMBERS,1.0
170,if__0__FIND_UNIT_DIGIT_X_RAISED_POWER_Y_1,1.0
171,if__0__PAIR_WITH_GIVEN_PRODUCT_SET_1_FIND_IF_ANY_PAIR_EXISTS_1,0.09999999999999998
172,if__0__FIND_TRIPLETS_ARRAY_WHOSE_SUM_EQUAL_ZERO,0.0
173,if__1__SCHEDULE_JOBS_SERVER_GETS_EQUAL_LOAD,1.0
174,for__0__GIVEN_A_SORTED_AND_ROTATED_ARRAY_FIND_IF_THERE_IS_A_PAIR_WITH_A_GIVEN_SUM,0.09999999999999998
175,while__0__LEXICOGRAPHICALLY_NEXT_STRING,1.0
176,for__0__ANALYSIS_OF_ALGORITHMS_SET_2_ASYMPTOTIC_ANALYSIS,0.4
177,if__0__LEXICOGRAPHICALLY_NEXT_STRING,0.5
178,for__0__POSITION_ELEMENT_STABLE_SORT,1.0
179,for__0__EULERS_CRITERION_CHECK_IF_SQUARE_ROOT_UNDER_MODULO_P_EXISTS,0.30000000000000004
180,if__0__MINIMIZE_THE_SUM_OF_DIGITS_OF_A_AND_B_SUCH_THAT_A_B_N,1.0
181,for__0__WRITE_YOU_OWN_POWER_WITHOUT_USING_MULTIPLICATION_AND_DIVISION,1.0
182,for__1__LENGTH_LONGEST_STRICT_BITONIC_SUBSEQUENCE,0.9
183,for__0__K_TH_DISTINCT_OR_NON_REPEATING_ELEMENT_IN_AN_ARRAY,0.4
184,for__0__FIND_PAIR_WITH_GREATEST_PRODUCT_IN_ARRAY,0.6
185,for__1__SQUARES_OF_MATRIX_DIAGONAL_ELEMENTS,0.0
186,for__0__FIND_SUM_NON_REPEATING_DISTINCT_ELEMENTS_ARRAY,1.0
187,for__0__FIND_MAXIMUM_HEIGHT_PYRAMID_FROM_THE_GIVEN_ARRAY_OF_OBJECTS,1.0
188,if__1__HARDY_RAMANUJAN_THEOREM,1.0
189,for__0__MULTIPLY_LARGE_NUMBERS_REPRESENTED_AS_STRINGS,1.0
190,if__0__COMPUTE_N_UNDER_MODULO_P,1.0
191,if__2__NUMBER_JUMP_REQUIRED_GIVEN_LENGTH_REACH_POINT_FORM_D_0_ORIGIN_2D_PLANE,0.4
192,for__0__PAIR_WITH_GIVEN_PRODUCT_SET_1_FIND_IF_ANY_PAIR_EXISTS_1,0.09999999999999998
193,if__0__NUMBER_DIGITS_PRODUCT_TWO_NUMBERS,1.0
194,for__0__LEXICOGRAPHICALLY_MINIMUM_STRING_ROTATION,1.0
195,for__0__PROGRAM_PRINT_SUM_GIVEN_NTH_TERM,1.0
196,if__0__NUMBER_DIGITS_PRODUCT_TWO_NUMBERS_1,0.0
197,for__0__COUNT_CHARACTERS_STRING_DISTANCE_ENGLISH_ALPHABETS,0.8
198,for__1__THIRD_LARGEST_ELEMENT_ARRAY_DISTINCT_ELEMENTS,0.0
199,for__1__CONVERT_STRICTLY_INCREASING_ARRAY_MINIMUM_CHANGES,0.9
200,if__0__MINIMUM_PERIMETER_N_BLOCKS,1.0
201,for__0__CHECK_GIVEN_STRING_CAN_SPLIT_FOUR_DISTINCT_STRINGS,0.0
202,for__0__COUNT_NUMBER_WAYS_REACH_GIVEN_SCORE_GAME,1.0
203,if__1__PROGRAM_TO_FIND_REMAINDER_WITHOUT_USING_MODULO_OR_OPERATOR_1,0.0
204,while__0__CHECK_STRING_FOLLOWS_ANBN_PATTERN_NOT,0.9
205,for__0__N_TH_NUMBER_WHOSE_SUM_OF_DIGITS_IS_TEN_1,1.0
206,while__0__REARRANGE_POSITIVE_AND_NEGATIVE_NUMBERS_PUBLISH,0.30000000000000004
207,for__0__CONSTRUCT_LEXICOGRAPHICALLY_SMALLEST_PALINDROME,1.0
208,for__0__FINDING_POWER_PRIME_NUMBER_P_N,0.8
209,if__0__EFFICIENT_WAY_CHECK_WHETHER_N_TH_FIBONACCI_NUMBER_MULTIPLE_10,0.4
210,if__0__FIND_SUM_EVEN_FACTORS_NUMBER,1.0
211,for__0__PRODUCT_NODES_K_TH_LEVEL_TREE_REPRESENTED_STRING,1.0
212,if__0__FIND_THE_FIRST_MISSING_NUMBER,0.30000000000000004
213,while__0__PROGRAM_TO_FIND_REMAINDER_WITHOUT_USING_MODULO_OR_OPERATOR_1,1.0
214,for__1__GOLD_MINE_PROBLEM,0.9
215,for__0__COUNT_DISTINCT_NON_NEGATIVE_PAIRS_X_Y_SATISFY_INEQUALITY_XX_YY_N_2,1.0
216,if__0__PROGRAM_FIND_STRING_START_END_GEEKS,0.0
217,for__1__SUM_LARGEST_PRIME_FACTOR_NUMBER_LESS_EQUAL_N,1.0
218,if__0__CHECK_ARRAY_REPRESENTS_INORDER_BINARY_SEARCH_TREE_NOT,0.4
219,if__0__NEXT_POWER_OF_2_1,0.0
220,for__0__FIND_MINIMUM_SUM_FACTORS_NUMBER,0.9
221,if__0__COUNT_OF_PAIRS_SATISFYING_THE_GIVEN_CONDITION,0.8
222,for__0__LONGEST_SUBSEQUENCE_SUCH_THAT_DIFFERENCE_BETWEEN_ADJACENTS_IS_ONE,0.6
223,if__0__POSSIBLE_FORM_TRIANGLE_ARRAY_VALUES,1.0
224,while__0__MINIMIZE_THE_SUM_OF_DIGITS_OF_A_AND_B_SUCH_THAT_A_B_N,1.0
225,if__0__LOWER_INSERTION_POINT,0.09999999999999998
226,if__0__MOVE_VE_ELEMENTS_END_ORDER_EXTRA_SPACE_ALLOWED,0.4
227,for__0__MAXIMUM_TRIPLET_SUM_ARRAY,1.0
228,for__0__HOW_CAN_WE_SUM_THE_DIGITS_OF_A_GIVEN_NUMBER_IN_SINGLE_STATEMENT_1,1.0
229,if__0__K_TH_PRIME_FACTOR_GIVEN_NUMBER,0.30000000000000004
230,for__2__PROGRAM_CENSOR_WORD_ASTERISKS_SENTENCE,1.0
231,if__0__PROGRAM_CHECK_ARRAY_SORTED_NOT_ITERATIVE_RECURSIVE_1,0.5
232,for__0__TILING_WITH_DOMINOES,1.0
233,if__0__FORM_SMALLEST_NUMBER_USING_ONE_SWAP_OPERATION,1.0
234,for__0__COUNT_MINIMUM_NUMBER_SUBSETS_SUBSEQUENCES_CONSECUTIVE_NUMBERS,0.9
235,for__0__THIRD_LARGEST_ELEMENT_ARRAY_DISTINCT_ELEMENTS,0.0
236,for__0__FIND_PAIRS_GIVEN_SUM_ELEMENTS_PAIR_DIFFERENT_ROWS,0.5
237,while__0__FIND_WHETHER_A_GIVEN_NUMBER_IS_A_POWER_OF_4_OR_NOT,0.9
238,while__0__MULTIPLY_LARGE_INTEGERS_UNDER_LARGE_MODULO,1.0
239,for__0__COUNT_CHARACTERS_POSITION_ENGLISH_ALPHABETS,0.6
240,for__0__SORT_ARRAY_CONTAIN_1_N_VALUES,1.0
241,for__0__STRING_K_DISTINCT_CHARACTERS_NO_CHARACTERS_ADJACENT,1.0
242,for__1__FIND_SUM_EVEN_INDEX_BINOMIAL_COEFFICIENTS,0.4
243,for__0__LARGEST_SUM_CONTIGUOUS_SUBARRAY_2,1.0
244,if__0__FIND_INDEX_0_REPLACED_1_GET_LONGEST_CONTINUOUS_SEQUENCE_1S_BINARY_ARRAY,1.0
245,while__0__COUNT_SET_BITS_IN_AN_INTEGER,1.0
246,for__0__FIND_TRIPLETS_ARRAY_WHOSE_SUM_EQUAL_ZERO_1,0.0
247,while__0__COUNT_NUMBER_PAIRS_N_B_N_GCD_B_B,1.0
248,while__0__EFFICIENT_SEARCH_IN_AN_ARRAY_WHERE_DIFFERENCE_BETWEEN_ADJACENT_IS_1,0.5
249,for__0__MAXIMUM_TRIPLET_SUM_ARRAY_2,1.0
250,if__0__CHECK_GIVEN_SENTENCE_GIVEN_SET_SIMPLE_GRAMMER_RULES,0.4
251,while__0__CHECK_GIVEN_STRING_ROTATION_PALINDROME,0.7
252,if__1__MULTIPLY_TWO_NUMBERS_WITHOUT_USING_MULTIPLY_DIVISION_BITWISE_OPERATORS_AND_NO_LOOPS,1.0
253,for__0__PRIME_NUMBERS,0.8
254,if__0__REMAINDER_7_LARGE_NUMBERS,1.0
255,for__2__MAXIMUM_SUM_IARRI_AMONG_ROTATIONS_GIVEN_ARRAY_1,1.0
256,for__0__LONGEST_COMMON_SUBSTRING,1.0
257,for__1__SUM_SQUARES_BINOMIAL_COEFFICIENTS,1.0
258,for__0__MOVE_VE_ELEMENTS_END_ORDER_EXTRA_SPACE_ALLOWED,0.4
259,while__0__CIRCULAR_MATRIX_CONSTRUCT_A_MATRIX_WITH_NUMBERS_1_TO_MN_IN_SPIRAL_WAY,1.0
260,for__0__PROGRAM_CENSOR_WORD_ASTERISKS_SENTENCE,1.0
261,if__1__MINIMIZE_THE_MAXIMUM_DIFFERENCE_BETWEEN_THE_HEIGHTS,0.7
262,if__0__FIND_MAXIMUM_AVERAGE_SUBARRAY_OF_K_LENGTH_1,0.9
263,if__0__DECIMAL_REPRESENTATION_GIVEN_BINARY_STRING_DIVISIBLE_10_NOT,0.5
264,while__0__SEGREGATE_EVEN_ODD_NUMBERS_SET_3,0.30000000000000004
265,for__2__THIRD_LARGEST_ELEMENT_ARRAY_DISTINCT_ELEMENTS,0.0
266,while__0__PROGRAM_OCTAL_DECIMAL_CONVERSION,1.0
267,for__0__FIND_INDEX_0_REPLACED_1_GET_LONGEST_CONTINUOUS_SEQUENCE_1S_BINARY_ARRAY,0.4
268,for__0__FIND_UNIT_DIGIT_X_RAISED_POWER_Y,0.9
269,if__0__ZECKENDORFS_THEOREM_NON_NEIGHBOURING_FIBONACCI_REPRESENTATION,1.0
270,if__2__FIND_THE_FIRST_MISSING_NUMBER,1.0
271,for__0__DYNAMIC_PROGRAMMING_SET_12_LONGEST_PALINDROMIC_SUBSEQUENCE,0.8
272,if__0__FIND_WHETHER_AN_ARRAY_IS_SUBSET_OF_ANOTHER_ARRAY_SET_1_1,0.0
273,for__0__ARRAY_ELEMENT_MOVED_K_USING_SINGLE_MOVES,0.19999999999999996
274,for__0__FIND_MINIMUM_NUMBER_DIVIDED_MAKE_NUMBER_PERFECT_SQUARE,0.09999999999999998
275,for__0__LENGTH_LONGEST_SUB_STRING_CAN_MAKE_REMOVED,0.09999999999999998
276,if__2__COUNT_NUMBERS_THAT_DONT_CONTAIN_3,1.0
277,for__1__COUNT_NUMBER_OF_STRINGS_MADE_OF_R_G_AND_B_USING_GIVEN_COMBINATION,0.09999999999999998
278,for__1__COUNT_INDEX_PAIRS_EQUAL_ELEMENTS_ARRAY_1,0.6
279,for__0__SUM_OF_ALL_PROPER_DIVISORS_OF_A_NATURAL_NUMBER,0.5
280,if__0__COUNT_POSSIBLE_DECODINGS_GIVEN_DIGIT_SEQUENCE_1,1.0
281,for__0__NUMBER_OF_BINARY_TREES_FOR_GIVEN_PREORDER_SEQUENCE_LENGTH,1.0
282,while__0__SORT_AN_ARRAY_OF_0S_1S_AND_2S,0.8
283,for__0__CHECK_WHETHER_GIVEN_DEGREES_VERTICES_REPRESENT_GRAPH_TREE,0.4
284,while__0__COUNT_NEGATIVE_NUMBERS_IN_A_COLUMN_WISE_ROW_WISE_SORTED_MATRIX_1,0.9
285,for__0__COUNT_NATURAL_NUMBERS_WHOSE_PERMUTATION_GREATER_NUMBER,1.0
286,for__0__SUM_PAIRWISE_PRODUCTS_1,1.0
